"density(g/cc)","porosity(%)","Gamma(API)","sonic(ms/m","resistivity(ohm-m)"
2.8769,13.003,52.504978832196,153.86999185874,8.250567
2.9011,13.399,20.159991065026,153.92003546318,8.308076
2.9326,13.836,21.453997679209,154.1500191069,8.419801
2.9781,14.272,19.321007974179,153.92003546318,8.623803
2.9762,14.513,16.906006956707,154.05998911104,8.476788
2.9874,14.542,16.485991165303,153.17008465711,8.239462
3.0294,14.473,18.412006886918,153.03000949092,8.093768
2.7592,9.3483,123.97004948263,170.8800854127,7.830426
2.7359,9.6893,125.93992405057,171.52002590639,8.120292
2.7715,10.203,125.20995897109,171.16994830839,8.040447
2.7459,10.432,123.799955401,171.06011770989,6.831684
2.7205,10.5,125.4899906984,200.16000791032,6.888705
2.6489,10.339,126.27991618928,185.20994844125,7.156567
2.6985,10.148,127.14002015064,171.29990073171,7.483807
2.7573,9.9967,126.70999863016,169.099930111,7.670429
2.7542,9.8567,126.61993984083,168.25997647053,7.716728
2.7543,9.8655,124.63992744428,169.05010408415,7.761489
2.7397,10.098,122.6100507306,171.2399726153,7.876183
2.7162,10.445,113.78992667729,170.89991451586,7.901414
2.7198,10.45,110.18998363682,170.97001032146,7.754053
2.7295,9.7442,109.51001431431,198.95010052949,7.596392
2.8622,12.696,53.740988653806,156.13002383481,8.581669
2.8776,12.225,53.554991258936,155.2300175115,8.380686
2.8879,11.62,40.917997379872,155.4200085854,7.976939
2.8604,11.261,49.483008215141,153.71006132263,7.809582
2.9151,11.218,40.917997379872,155.47005048268,7.849519
2.9245,11.52,31.970992265995,157.01998676008,7.875879
2.9583,11.981,25.598992621792,156.22998303342,8.2247
2.946,12.514,26.332001853625,156.25993715538,8.926385
2.9791,12.991,18.027006597525,156.13002383481,8.581669
2.8782,11.73,26.005004493013,155.2300175115,8.380686
2.8965,11.493,24.736008103391,155.4200085854,7.976939
2.9061,11.447,41,153.71006132263,7.809582
2.9066,11.644,42,155.47005048268,7.849519
2.9012,11.907,43,157.01998676008,7.875879
2.8704,12.34,44,156.22998303342,8.2247
2.9191,12.81,45,156.25993715538,8.926385
2.8778,13.345,46,156.13002383481,8.581669
2.9239,13.883,47,155.2300175115,8.380686
2.8826,14.413,48,155.4200085854,7.976939
2.8438,13.978,49,153.71006132263,7.809582
2.8411,12.656,50,155.47005048268,7.849519
2.858,10.551,36.804017116804,157.01998676008,7.875879
2.8524,16.931,11.680000263967,156.22998303342,8.2247
2.7498,19.09,57.071964123608,214.63008826233,5.236442
2.7407,18.488,57.918972040476,219.49998342775,5.215371
2.8003,17.81,69.193989367499,217.88011364627,5.35432
2.7544,17.232,67.795986701422,225.4999898525,5.470083
2.7444,17.011,69.684993967267,220.62003053381,5.461413
2.7717,16.95,69.566004018449,211.500017343,5.379483
2.679,18.328,69.894013374519,200.63013914101,5.223001
2.5581,18.043,68.599002924642,217.88011364627,4.848116
2.0616,17.149,67.66797329733,210.3801126838,4.440072
1.9125,16.014,72.509964949871,237.37007252368,4.320497
1.9952,15.047,73.637028217256,214.63008826233,5.236442
2.6,8,99.484315641934,167.16995969198,6.520621
2.7,10,109.94717245212,168.53001881975,6.609686
2.75,15,121.51041751874,169.48997415956,6.848005
2.75,7,109.94717245212,170.7999398101,6.939545
2.8,19,134.28977968494,214.63008826233,5.236442
2.9,25,4.4816890703381,150.07993257209,10.39952
2.95,17,7.3890560989307,150.86993110977,10.51442
3,20,20.085536923188,150.5900494613,10.43082
3.1,18,12.182493960704,150.31005205989,9.687071
3.2,26,33.115451958692,148.62003326711,9.202208
3.3,18,39.646394072573,148.57991036174,9.106379
2,50,49.40244910553,214.63008826233,5.236442
2.2,56,54.598150033144,219.49998342775,5.215371
1,85,60.340287597362,217.88011364627,5.35432
2.9,15,66.686331040925,225.4999898525,5.470083
2.77,20,73.699793699596,220.62003053381,5.461413
2.8,10,60.340287597362,211.500017343,5.379483
2.85,12,66.686331040925,200.63013914101,5.223001
2.76,3,121.51041751874,193.25008377391,6.545134
2.68,5,115.58428452719,189.38005869646,6.524604
2.55,35,54.598150033144,214.63008826233,5.236442
2.2,37,74.440488940345,219.49998342775,5.215371
2.59,25,54.598150033144,217.88011364627,5.35432
2.65,8,99.484315641934,170.8800854127,7.830426
2.86,20,33.115451958692,150.07993257209,10.39952
2.7129,16.211,55.765979663226,211.38015812504,5.518617
2.674,16.602,53.99098023891,208.88007693471,5.346155
2.6132,17.084,54.748994323097,214.63008826233,5.236442
2.6161,17.674,55.57503001883,219.49998342775,5.215371
2.6264,18.533,56.513016943636,217.88011364627,5.35432
2.6313,19.464,57.469018850671,225.4999898525,5.470083
2.7139,20.206,55.97101682164,220.62003053381,5.461413
2.6765,20.479,55.126028985697,211.500017343,5.379483
2.6698,20.426,56.410990131006,200.63013914101,5.223001
2.6862,20.204,58.150995596727,217.88011364627,4.848116
2.7129,16.211,55.765979663226,210.3801126838,4.440072
2.674,16.602,53.99098023891,237.37007252368,4.320497
2.6132,17.084,54.748994323097,246.62992538458,4.188199
2.6161,17.674,55.57503001883,272.75008455253,4.246264
2.6264,18.533,56.513016943636,296.749994065,4.434904
2.6313,19.464,57.469018850671,312.99991955902,4.561407
2.7139,20.206,55.97101682164,309.99985120007,4.532632
2.6765,20.479,55.126028985697,288.24989651829,4.527154
2.6698,20.426,56.410990131006,272.25004315163,4.567738
2.6862,20.204,58.150995596727,256.999972501,4.734091
2.7255,19.949,56.446991826029,254.61995171387,5.001191
2.7308,19.72,56.625986200732,211.38015812504,5.518617
2.7296,19.438,56.280999978068,208.88007693471,5.346155
2.1309,14.025,75.684016841999,214.63008826233,5.236442
2.4497,13.182,77.365968465647,219.49998342775,5.215371
2.6262,12.365,78.716988801586,217.88011364627,5.35432
2.5871,12.23,77.822998652533,225.4999898525,5.470083
2.1247,12.892,78.097027816912,220.62003053381,5.461413
2.8795,25.509,75.681973401131,211.500017343,5.379483
2.8947,25.101,68.169960095019,200.63013914101,5.223001
2.8609,24.779,71.136032880363,217.88011364627,4.848116
2.8193,24.354,83.740020048112,210.3801126838,4.440072
2.8466,24.062,82.418011566429,206.12997566842,6.482695
2.8694,23.959,89.938969677021,220.32002805996,6.208107
2.8261,24.142,87.354983201163,220.9399847463,6.153307
2.8496,24.634,85.195958733082,216.47997073191,6.342544
2.8947,9.3483,123.97004948263,204.999990775,6.800203
2.8609,9.6893,125.93992405057,200.63992096392,7.444015
2.8193,10.203,126.20995897109,202.47993373237,7.686988
2.8466,10.432,127.799955401,216.28004805743,7.528171
2.8694,10.5,128.4899906984,199.3599747371,7.094318
2.8261,10.339,129.27991618928,207.87004297505,6.698934
2.8496,10.148,130.14002015064,211.28985058638,6.52171
2.7573,9.9967,126.70999863016,199.13991470837,6.494933
2.7542,9.8567,126.61993984083,197.08006180431,6.562359
2.6489,9.8655,124.63992744428,198.37991062192,6.751148
2.6985,10.098,122.6100507306,202.57012876573,6.843782
2.8496,24.634,85.195958733082,187,5.802843
2.7573,9.3483,123.97004948263,181.37000005985,5.382934
2.7442,9.6893,125.93992405057,181.37000005985,5.382934
2.78193,10.203,126.20995897109,180.630095575,5.325981
2.728466,10.432,127.799955401,177.75000137756,5.575722
2.718694,10.5,128.4899906984,187.25003290919,7.580343
2.76261,10.339,129.27991618928,182.10998824116,7.969738
2.8496,10.148,130,179.84010416339,8.255361
2.7173,9.9967,126.70999863016,179.74997856482,8.364625
2.7442,9.8567,126.61993984083,180.35009921961,8.134644
2.6489,9.8655,124.63992744428,179.64990545026,7.869249
2.6985,10.098,122.6100507306,182.54997488112,7.647213
2.6,12.696,53.740988653806,211.38015812504,5.518617
2.61,12.225,53.554991258936,208.88007693471,5.346155
2.62,11.62,40.917997379872,214.63008826233,5.236442
2.63,11.261,49.483008215141,219.49998342775,5.215371
2.64,11.218,40.917997379872,217.88011364627,5.35432
2.65,11.52,41.970992265995,225.4999898525,5.470083
2.66,11.981,45.598992621792,220.62003053381,5.461413
2.56,12.514,46.332001853625,211.500017343,5.379483
2.44,12.991,48.027006597525,200.63013914101,5.223001
2,11.73,46.005004493013,217.88011364627,4.848116
2.57,11.493,44.736008103391,210.3801126838,4.440072
2.35,11.447,41,237.37007252368,4.320497
2.44,11.644,42,246.62992538458,4.188199
2.55,11.907,43,272.75008455253,4.246264
2.2,12.34,44,296.749994065,4.434904
2.7,12.81,45,312.99991955902,4.561407
2.67,13.345,46,309.99985120007,4.532632
2.66,13.883,47,288.24989651829,4.527154
2.35,14.413,48,272.25004315163,4.567738
2,13.978,49,256.999972501,4.734091
2.18,12.656,50,254.61995171387,5.001191
1.46,10.551,46.804017116804,211.38015812504,5.518617
2.37,16.931,50.680000263967,208.88007693471,5.346155
1.46,10.551,46.804017116804,214.63008826233,5.236442
2.37,16.931,50.680000263967,219.49998342775,5.215371
2.75,7,109.94717245212,176.32999099835,7.063904
2.8,19,134.28977968494,211.38015812504,5.518617
2.9,25,4.4816890703381,160.999977299,8.805975
2.95,17,7.3890560989307,160.34012630312,9.101752
3,20,20.085536923188,159.58999415422,9.230339
3.1,18,12.182493960704,158.45999701144,9.283405
3.2,26,33.115451958692,158.64992719555,9.206432
3.3,18,39.646394072573,159.81997877591,9.035093
2,50,49.40244910553,211.38015812504,5.518617
2.2,56,54.598150033144,208.88007693471,5.346155
1,85,60.340287597362,214.63008826233,5.236442
2.9,15,66.686331040925,219.49998342775,5.215371
2.77,20,73.699793699596,217.88011364627,5.35432
3.0565,8.595,28.141996556374,160.999977299,8.805975
3.0146,8.3128,22.248998580914,160.34012630312,9.101752
2.8735,8.1459,21.359999698995,159.58999415422,9.230339
2.8983,8.0903,18.498007063794,158.45999701144,9.283405
2.8826,8.2699,20.874994348368,158.64992719555,9.206432
2.8163,8.1681,20.875996372145,159.81997877591,9.035093
2.946,12.359,29.595993575795,160.10005613108,8.975593
2.9329,12.125,29.472010018333,160.24998998438,8.976502
2.9531,17.239,9.9918024319031,161.18001825525,8.947129
2.8481,17.745,9.7369020268318,161.78996653051,8.905187
2.9074,13.273,52.031015879943,151.19989972423,8.304248
2.8769,13.003,52.504978832196,152.78995216605,7.772753
2.9011,13.399,20.159991065026,157.61996376632,10.25724
2.9326,13.836,21.453997679209,153.90999097472,10.44813
2.9781,14.272,19.321007974179,149.78995703275,9.784253
2.9762,14.513,16.906006956707,147.44995622211,9.269363
2.9874,14.542,16.485991165303,163.52989081109,7.446293
3.0294,14.473,18.412006886918,162.59001999695,7.890583
2.7592,9.3483,123.97004948263,170.04006313928,7.944138
2.7359,9.6893,125.93992405057,171.09002825723,8.038447
2.7715,10.203,125.20995897109,170.52007942143,7.784889
2.7459,10.432,123.799955401,169.90000535185,7.596894
2.7205,10.5,125.4899906984,169.92991580482,7.507745
2.6489,10.339,126.27991618928,171.07993008305,7.633273
2.6985,10.148,127.14002015064,171.6498918949,8.005033
2.7573,9.9967,126.70999863016,171.4099807918,8.536996
2.7542,9.8567,126.61993984083,170.88995558399,8.812248
2.7543,9.8655,124.63992744428,168.73994626308,8.835137
2.7397,10.098,122.6100507306,167.64001251936,8.54091
2.7162,10.445,113.78992667729,168.39995123137,8.15823
2.7198,10.45,110.18998363682,169.4799778049,7.781138
2.7295,9.7442,109.51001431431,170.29004140432,7.553287
2.8622,12.696,53.740988653806,160.999977299,8.805975
2.8776,12.225,53.554991258936,160.34012630312,9.101752
2.8879,11.62,40.917997379872,159.58999415422,9.230339
2.8604,11.261,53.483008215141,158.45999701144,9.283405
2.9151,11.218,40.917997379872,158.64992719555,9.206432
2.9245,11.52,31.970992265995,159.81997877591,9.035093
2.9583,11.981,25.598992621792,160.10005613108,8.975593
2.946,12.514,26.332001853625,160.24998998438,8.976502
2.9791,12.991,18.027006597525,161.18001825525,8.947129
2.8782,11.73,26.005004493013,161.78996653051,8.905187
2.8965,11.493,24.736008103391,151.19989972423,8.304248
2.9061,11.447,25.282994105929,152.78995216605,7.772753
2.9066,11.644,28.0859934968,157.61996376632,10.25724
2.9012,11.907,29.096008505208,153.90999097472,10.44813
2.8704,12.34,29.456011061003,149.78995703275,9.784253
2.9191,12.81,31.268994014323,147.44995622211,9.269363
2.8778,13.345,28.489995768956,163.52989081109,7.446293
2.9239,13.883,27.452987602191,162.59001999695,7.890583
2.8826,14.413,28.580995387234,163.33997582568,8.296047
2.8438,13.978,29.015988336133,160.999977299,8.805975
2.8411,12.656,29.514008056105,160.34012630312,9.101752
2.858,10.551,36.804017116804,159.58999415422,9.230339
2.8524,16.931,11.680000263967,158.45999701144,9.283405
2.7498,19.09,57.071964123608,165.68989710823,8.658258
2.7407,18.488,57.918972040476,165.92005407666,8.605753
2.8003,17.81,69.193989367499,167.58000562734,8.516994
2.7544,17.232,67.795986701422,169.18993719162,8.377011
2.7444,17.011,69.684993967267,165,7.90415
2.7717,16.95,69.566004018449,171.70005374212,7.798441
2.679,18.328,69.894013374519,163,7.733684
2.5581,18.043,68.599002924642,170.72007336866,7.461353
2.0616,17.149,67.66797329733,162,7.287082
1.9125,16.014,72.509964949871,171.11002323161,7.163947
1.9952,15.047,73.637028217256,171.91000786145,7.054709
2.6,8,99.484315641934,167.16995969198,6.520621
2.7,10,109.94717245212,168.53001881975,6.609686
2.75,15,121.51041751874,169.48997415956,6.848005
2.75,7,109.94717245212,170.7999398101,6.939545
2.8,19,134.28977968494,165.68989710823,8.658258
2.9,25,4.4816890703381,160.999977299,8.805975
2.95,17,7.3890560989307,160.34012630312,9.101752
3,20,20.085536923188,159.58999415422,9.230339
3.1,18,12.182493960704,158.45999701144,9.283405
3.2,26,33.115451958692,158.64992719555,9.206432
3.3,18,39.646394072573,159.81997877591,9.035093
2,50,49.40244910553,165.68989710823,8.658258
2.2,56,54.598150033144,165.92005407666,8.605753
1,85,60.340287597362,167.58000562734,8.516994
2.9,15,66.686331040925,169.18993719162,8.377011
2.77,20,73.699793699596,170.50999026559,7.90415
2.8,10,60.340287597362,171.70005374212,7.798441
2.85,12,66.686331040925,171.96996235062,7.733684
2.76,3,121.51041751874,170.04006313928,7.944138
2.68,5,115.58428452719,171.09002825723,8.038447
2.55,35,54.598150033144,168.4499905668,8.002025
2.2,37,74.440488940345,167.52992042496,7.776535
2.59,25,54.598150033144,168.34999829967,7.42327
2.65,8,99.484315641934,176.32999099835,7.063904
2.86,20,33.115451958692,160.999977299,8.805975
2.7129,16.211,55.765979663226,159,9.523544
2.674,16.602,53.99098023891,160,9.532424
2.6132,17.084,54.748994323097,166,9.176163
2.6161,17.674,55.57503001883,162,8.829958
2.6264,18.533,56.513016943636,161,8.451481
2.6313,19.464,57.469018850671,163,8.199409
2.7139,20.206,55.97101682164,162,8.205492
2.6765,20.479,55.126028985697,162,8.373785
2.6698,20.426,56.410990131006,163,8.66768
2.6862,20.204,58.150995596727,162,9.006019
2.7129,16.211,55.765979663226,165,8.889584
2.674,16.602,53.99098023891,169,8.237479
2.6132,17.084,54.748994323097,168,7.778002
2.6161,17.674,55.57503001883,167,7.656479
2.6264,18.533,56.513016943636,166,7.583502
2.6313,19.464,57.469018850671,165,7.411556
2.7139,20.206,55.97101682164,164,7.250139
2.6765,20.479,55.126028985697,163,7.09382
2.6698,20.426,56.410990131006,162,7.130899
2.6862,20.204,58.150995596727,165,7.380256
2.7255,19.949,56.446991826029,160,9.523544
2.7308,19.72,56.625986200732,166,9.532424
2.7296,19.438,56.280999978068,164,9.176163
2.1309,14.025,75.684016841999,163,8.829958
2.4497,13.182,77.365968465647,162,8.451481
2.6262,12.365,78.716988801586,166,8.199409
2.5871,12.23,77.822998652533,163,8.205492
2.1247,12.892,78.097027816912,169,8.373785
2.8795,25.509,75.681973401131,168,8.66768
2.8947,25.101,68.169960095019,167,9.006019
2.8609,24.779,71.136032880363,166,8.889584
2.8193,24.354,83.740020048112,165,8.237479
2.8466,24.062,82.418011566429,164,7.778002
2.8694,23.959,69.938969677021,163,7.656479
2.8261,24.142,69.354983201163,162,7.583502
2.8496,24.634,85.195958733082,165,7.411556
2.7163,8.2287,111.93003627639,168.72007433132,8.451481
2.7384,8.1708,114.45995227237,168.63997927752,8.199409
2.7352,8.3533,117.35000911844,168.65010432695,8.205492
2.7168,8.6204,119.30998235552,169.12009183897,8.373785
2.7302,8.874,122.43998603239,169.76009164329,8.66768
2.7695,9.0558,122.6100507306,170.33990476296,9.006019
2.7592,9.3483,123.97004948263,169.51999903713,8.889584
2.7359,9.6893,125.93992405057,168.74994093752,8.237479
2.7715,10.203,125.20995897109,168.63997927752,7.778002
2.7459,10.432,123.799955401,168.66995977896,7.656479
2.7205,10.5,125.4899906984,169.59006012307,7.583502
2.6489,10.339,126.27991618928,169.90000535185,7.411556
2.6985,10.148,127.14002015064,169.61005122732,7.250139
2.7573,9.9967,126.70999863016,169.46001734932,7.09382
2.7542,9.8567,126.61993984083,169.66990888896,7.130899
2.7543,9.8655,124.63992744428,170.77998806931,7.380256
2.7397,10.098,122.6100507306,169.29995821677,9.523544
2.4227,17.246,71.748001457434,168.4499905668,8.002025
2.4339,17.511,68.365000153066,167.52992042496,7.776535
2.4303,18.404,66.576988511769,168.34999829967,7.42327
2.3154,19.499,65.681020337256,169.22002766409,7.151721
2.6736,19.771,51.618028448377,169.28992694462,7.081288
2.4776,19.359,57.459996922951,214.63008826233,5.236442
2.2831,19.042,56.06798655485,219.49998342775,5.215371
2.1291,19.322,56.316017649421,217.88011364627,5.35432
2.1723,20.364,61.916023050611,225.4999898525,5.470083
2.3171,21.707,62.069020516714,220.62003053381,5.461413
2.5138,23.449,61.720985830884,211.500017343,5.379483
2.762,24.83,60.835956258316,200.63013914101,5.223001
2.6471,25.514,59.652973713476,217.88011364627,4.848116
2.5797,25.131,61.124025198801,210.3801126838,4.440072
2.32,23.867,63.853985483125,237.37007252368,4.320497
2.4556,22.484,63.119010504702,168.4499905668,8.002025
2.7296,21.491,59.634007083689,167.52992042496,7.776535
2.8338,21.158,60.032975324789,168.34999829967,7.42327
2.7725,21.229,60.458005496719,169.22002766409,7.151721
2.7591,21.18,63.938967784521,169.28992694462,7.081288
2.6675,20.299,63.247019249056,170.29004140432,7.084897
2.5975,18.371,63.486989808414,170.70996053356,7.24065
2.8634,16.044,25.862990278206,160.999977299,8.805975
2.8813,16.713,25.598992621792,160.34012630312,9.101752
2.8041,16.882,26.265991406739,159.58999415422,9.230339
2.8194,16.435,28.160013198881,158.45999701144,9.283405
2.8124,15.33,32.371001286328,158.64992719555,9.206432
2.6896,14.149,29.21800123562,159.81997877591,9.035093
2.6166,13.182,27.128992772118,160.10005613108,8.975593
2.5337,13.075,25.571999925727,160.24998998438,8.976502
2.292,13.433,23.378995709263,161.18001825525,8.947129
2.6316,14.018,23.699003480007,161.78996653051,8.905187
2.7741,14.124,24.838006494496,151.19989972423,8.304248
2.6529,14.087,27.996009999409,152.78995216605,7.772753
1.8495,12.34,62.36904009953,159,6.814543
1.4026,14.573,56.161024383604,169.20009976038,6.945051
1.3899,17.703,54.536979799279,162,7.130899
1.5412,21.214,55.481964279393,167,7.343103
1.6583,24.333,56.06798655485,169,7.55763
1.8308,26.744,54.760985665858,170.47999153055,7.763446
2.0433,28.113,52.282985861098,169.00005036202,7.321188
2.089,29.382,51.04798128754,167.84000819059,6.735483
1.7876,30.522,49.019001075718,166.69005883826,6.572716
1.405,31.668,49.499026365631,167.16995969198,6.520621
1.4798,31.726,44.946999196922,168.53001881975,6.609686
1.6868,30.727,48.429009305948,163,6.848005
1.5162,29.069,48.20901322769,163,6.939545
1.4323,28.634,49.0110116297,162,7.011034
1.5809,29.373,51.312993258522,162,7.143223
1.6666,30.988,52.73898840771,165,7.270174
1.5969,32.144,53.00498681633,167.59997506112,7.167038
1.7055,33.079,51.811026841544,169.28992694462,6.814543
1.6259,34.238,51.551020160728,169.20009976038,6.945051
2.8023,9.4722,62.803009857949,168.78993147804,7.130899
2.8014,8.7732,70.610015708732,161,7.343103
2.8463,8.3802,39.160986152761,161,7.55763
2.8315,8.3578,38.06799869769,163,7.763446
2.8437,8.5042,40.017985877878,161,7.321188
2.7544,17.232,67.795986701422,163,6.735483
2.7444,17.011,69.684993967267,164,6.572716
2.7717,16.95,69.566004018449,164,6.520621
2.679,18.328,69.894013374519,163,6.609686
2.5581,18.043,68.599002924642,167,6.848005
2.0616,17.149,67.66797329733,168,6.939545
1.9125,16.014,72.509964949871,164,7.011034
1.9952,15.047,73.637028217256,162,7.143223
2.6,8,99.484315641934,168,7.247294
2.7,10,109.94717245212,172.69999868748,7.156488
2.75,15,121.51041751874,173.18011511282,7.167424
2.75,7,109.94717245212,172.63989183075,7.284135
2.8,19,134.28977968494,169.28992694462,6.814543
2.9,25,4.4816890703381,158.88998187542,9.058587
2.95,17,7.3890560989307,157.34002217236,9.739556
3,20,20.085536923188,156.30993509074,9.961096
3.1,18,12.182493960704,154.94987371585,9.864539
3.2,26,33.115451958692,153.26004029513,9.814492
3.3,18,39.646394072573,151.62011398497,9.882417
2,50,49.40244910553,169.28992694462,6.814543
2.2,56,54.598150033144,169.20009976038,6.945051
1,85,60.340287597362,161,7.130899
2.9,15,66.686331040925,163,7.343103
2.77,20,73.699793699596,167,7.55763
2.8,10,60.340287597362,167,7.763446
2.85,12,66.686331040925,169.00005036202,7.321188
2.76,3,121.51041751874,176.32999099835,7.063904
2.68,5,115.58428452719,173.92998274615,6.548935
2.55,35,54.598150033144,214.63008826233,5.236442
2.2,37,74.440488940345,219.49998342775,5.215371
2.59,25,54.598150033144,217.88011364627,5.35432
2.65,8,99.484315641934,176.32999099835,7.063904
2.86,20,33.115451958692,158.45999701144,9.283405
2.67,5,115.58428452719,171.9500320085,7.247294
2.73,13,98.494430161946,172.69999868748,7.156488
2.78,9,119.10435004481,173.18011511282,7.167424
2.79,11,99.484315641934,167.16995969198,6.520621
2.69,12,109.94717245212,168.53001881975,6.609686
2.75,10,104.58498557711,169.48997415956,6.848005
2.77,7,102.51406411049,170.7999398101,6.939545
2.6,10,102.51406411049,170.92004035764,7.011034
2.63,15,119.10435004481,172.84994118781,7.160458
2.61,14,105.63608215666,173.08985821517,7.042636
2.59,4,107.7700725714,173.50998732163,7.088492
2.95,22,27.112638920658,158.45999701144,9.283405
2.99,18,20.085536923188,158.88998187542,9.058587
3,23,29.964100047397,157.34002217236,9.739556
3.1,17,33.115451958692,156.30993509074,9.961096
3.2,19,38.474666049032,154.94987371585,9.864539
3.15,20,40.85380652699,153.26004029513,9.814492
2.8,15,25.279656970963,151.62011398497,9.882417
2.82,13,18.174145369443,151.94991244646,9.951039
2.85,12,12.182493960704,152.23007932405,9.97646
2.89,17,16.444646771097,152.3200475726,10.03977
2.9,15,22.197951281442,152.929985594,11.1343
2.93,12,24.532530197109,151.33998694541,11.2602
2.95,19,38.474666049032,151.81007709219,11.30607
2.97,20,29.964100047397,151.33998694541,11.32196
2.99,17,27.112638920658,151.86003485795,11.36744
3,16,24.532530197109,151.42993775927,11.40928
3.1,10,22.197951281442,150.40009433094,11.45258
3.15,15,25.790339917193,149.23003272316,11.64885
3.2,18,31.500392308748,149.08997714302,12.05467
2.87,12,33.115451958692,149.84003078314,12.53152
2.9,10,34.813317487602,149.23003272316,12.81126
2.2,30,40.044846957287,165.3099131065,6.878553
2.5,32,40.85380652699,165.54994948243,6.910751
2.56,35,42.521082000063,165.82997154524,7.030415
2.3,39,44.701184493301,166.93989162262,7.207119
2.45,43,49.40244910553,167.65010216597,7.345042
2.55,42,54.598150033144,167.66002436771,7.615791
2.35,47,64.071522599937,167.96001476705,7.938089
2.45,50,77.478462925261,167.98001844085,8.394799
1.7,15,85.626944002201,167.48000539956,8.939332
1.8,12,78.257134423084,167.14006303855,8.936167
2,14,68.717232173846,166.47001009474,8.776476
2.45,16,71.521635619219,165.4900599223,8.39976
2.19,17,61.559242264428,164.83007502735,8.134614
2.65,17,44.701184493301,163.95009555831,8.138799
2.68,18,46.062538234215,162.35998683585,8.167919
2.7,19,46.993063231579,162.48004338867,8.215953
2.71,20,48.910886523732,162.86989789686,8.282483
2.74,21,50.400444778065,163.33007816488,7.99699
2.78,22,51.935366834831,164.10999702305,7.701562
2.8,23,77.478462925261,165.75998716355,7.608077
2.85,20,81.450868664968,167.0399731667,7.657991
2.71,8,99.484315641934,171.9500320085,7.247294
2.72,9,101.49403212955,172.69999868748,7.156488
2.73,10,104.58498557711,173.18011511282,7.167424
2.74,11,109.94717245212,172.63989183075,7.284135
2.75,12,111.0521599057,173.85988770738,7.419261
2.76,13,113.29556234866,174.57999980098,7.48133
2.77,14,114.43420168016,173.36998837208,7.437501
2.78,15,120.30136866322,173.43000321713,7.316748
2.78,7,121.51041751874,172.84994118781,7.160458
2.79,8,119.22351396689,173.08985821517,7.042636
2.65,9,129.02420210738,165.3099131065,6.878553
2.6,9.5,132.95357405128,165.54994948243,6.910751
2.68,10.5,137.00261318647,165.82997154524,7.030415
2.69,11.5,134.28977968494,166.93989162262,7.207119
2.83,25,24.532530197109,158.88998187542,9.058587
2.85,26,27.112638920658,157.34002217236,9.739556
2.83,28,29.964100047397,156.30993509074,9.961096
2.8,29,33.115451958692,154.94987371585,9.864539
2.85,15,25.028120181338,153.26004029513,9.814492
2.87,16,24.779086224588,151.62011398497,9.882417
2.88,17,23.336064580943,151.94991244646,9.951039
2.89,18,20.085536923188,152.23007932405,9.97646
2.8,19,14.439969192803,152.3200475726,10.03977
2.79,20,2.7182818284591,152.929985594,11.1343
2.83,21,3.3201169227365,151.33998694541,11.2602
2.84,22,20.085536923188,151.81007709219,11.30607
2.9,23,38.474666049032,151.33998694541,11.32196
2.89,24,24.532530197109,151.86003485795,11.36744
2.86,25,35.516593151628,151.42993775927,11.40928
2.94,26,33.115451958692,150.40009433094,11.45258
2.96,10,36.598234443678,149.23003272316,11.64885
2.99,15,31.816976514668,149.08997714302,12.05467
3,16,38.474666049032,149.84003078314,12.53152
3.1,17,34.813317487602,149.23003272316,12.81126
3.2,18,30.876642749677,148.80992240753,12.76737
3.16,20,17.287781840568,147.78007723578,12.18928
2.81,18,54.598150033144,164.66990682153,9.493111
2.82,19,60.340287597362,164.19999954024,9.503905
2.83,20,61.559242264428,163.10012896327,9.25646
2.84,21,66.686331040925,162.21005358447,8.616133
2.8609,24.779,51.935366834831,162.51994322853,8.274485
2.8193,24.354,83.096285358344,163.1799996149,8.145057
2.8466,24.062,89.121445878659,163.82992422375,8.111328
2.8694,23.959,85.626944002201,164.26991386671,8.329417
2.8261,24.142,51.935366834831,164.58989875582,8.830543
2.8496,24.634,84.774941673828,164.63008278918,9.161571
2.8609,24.779,12.182493960704,158.45999701144,9.283405
2.71,8,90.92181851053,165.3099131065,6.878553
2.72,9,91.835597978157,165.54994948243,6.910751
2.74,10,92.758561082112,165.82997154524,7.030415
2.65,11,94.632408314924,166.93989162262,7.207119
2.69,12,95.583479830066,167.65010216597,7.345042
2.75,13,98.494430161946,167.66002436771,7.615791
2.77,14,99.484315641934,167.96001476705,7.938089
2.73,15,101.49403212955,167.98001844085,8.394799
2.71,6,102.51406411049,167.48000539956,8.939332
2.72,7,104.58498557711,167.14006303855,8.936167
2.76,5.6,106.69774243245,173.50998732163,7.088492
2.78,7.9,108.85317980742,173.15996326931,7.255591
2.79,12.3,112.16825266781,173.1200033239,7.488294
2.784,10.11,114.43420168016,173.60996576759,7.822845
2.75,14,115.58428452719,167.16995969198,6.520621
2.74,13.5,121.51041751874,168.53001881975,6.609686
2.73,14.3,108.31027230818,169.48997415956,6.848005
2.71,15,119.82112431758,167.16995969198,6.520621
2.67,5,115.58428452719,170.92004035764,7.011034
2.73,13,98.494430161946,169.92991580482,7.143223
2.78,9,104.58498557711,168.91997466876,7.270174
2.77,7,102.51406411049,167.59997506112,7.167038
2.6,10,102.51406411049,169.28992694462,6.814543
2.63,15,119.10435004481,169.20009976038,6.945051
2.61,14,105.63608215666,168.78993147804,7.130899
